tract_name,population,median_income,B25003_002E,B25003_003E,state,county,tract,total_housing,renter_rate,area_sq_miles,population_density,median_age,data_source
Census Tract 1912.03; Los Angeles County; California,2168,46204,105,889,06,037,191203,994,0.8943661971830986,1.0,2168.0,35,census_api
Census Tract 1912.04; Los Angeles County; California,1480,59297,50,645,06,037,191204,695,0.9280575539568345,1.0,1480.0,35,census_api
Census Tract 1913.01; Los Angeles County; California,1993,69667,179,753,06,037,191301,932,0.8079399141630901,1.0,1993.0,35,census_api
Census Tract 1913.02; Los Angeles County; California,1736,59318,79,757,06,037,191302,836,0.9055023923444976,1.0,1736.0,35,census_api
Census Tract 1914.10; Los Angeles County; California,3409,50168,70,1271,06,037,191410,1341,0.947800149142431,1.0,3409.0,35,census_api
Census Tract 1914.20; Los Angeles County; California,3285,73917,141,954,06,037,191420,1095,0.8712328767123287,1.0,3285.0,35,census_api
Census Tract 1915; Los Angeles County; California,5683,62313,305,1510,06,037,191500,1815,0.8319559228650137,1.0,5683.0,35,census_api
Census Tract 1916.10; Los Angeles County; California,3999,48482,180,1237,06,037,191610,1417,0.8729710656316161,1.0,3999.0,35,census_api
Census Tract 1916.20; Los Angeles County; California,2768,52045,45,867,06,037,191620,912,0.9506578947368421,1.0,2768.0,35,census_api
Census Tract 1917.10; Los Angeles County; California,2670,28750,61,1168,06,037,191710,1229,0.950366151342555,1.0,2670.0,35,census_api
Census Tract 1917.20; Los Angeles County; California,3492,39475,58,1349,06,037,191720,1407,0.9587775408670931,1.0,3492.0,35,census_api
Census Tract 1918.10; Los Angeles County; California,2807,55991,22,1172,06,037,191810,1194,0.981574539363484,1.0,2807.0,35,census_api
Census Tract 1918.20; Los Angeles County; California,3803,71341,138,1797,06,037,191820,1935,0.9286821705426357,1.0,3803.0,35,census_api
Census Tract 1919.01; Los Angeles County; California,3932,64516,74,2129,06,037,191901,2203,0.9664094416704494,1.0,3932.0,35,census_api
Census Tract 1919.02; Los Angeles County; California,2836,88568,735,818,06,037,191902,1553,0.5267224726336124,1.0,2836.0,35,census_api
Census Tract 1920.01; Los Angeles County; California,2131,93606,195,861,06,037,192001,1056,0.8153409090909091,1.0,2131.0,35,census_api
Census Tract 1920.02; Los Angeles County; California,2586,111500,741,569,06,037,192002,1310,0.43435114503816796,1.0,2586.0,35,census_api
Census Tract 1923; Los Angeles County; California,2594,92063,475,954,06,037,192300,1429,0.6675997200839748,1.0,2594.0,35,census_api
Census Tract 1924.10; Los Angeles County; California,4066,111250,686,1205,06,037,192410,1891,0.6372289793759915,1.0,4066.0,35,census_api
Census Tract 1924.20; Los Angeles County; California,3564,61929,121,1258,06,037,192420,1379,0.9122552574329225,1.0,3564.0,35,census_api
Census Tract 1925.10; Los Angeles County; California,3711,62963,246,988,06,037,192510,1234,0.8006482982171799,1.0,3711.0,35,census_api
Census Tract 1925.20; Los Angeles County; California,5119,61711,138,1436,06,037,192520,1574,0.9123252858958069,1.0,5119.0,35,census_api
Census Tract 1926.10; Los Angeles County; California,3958,47056,57,1412,06,037,192610,1469,0.9611980939414567,1.0,3958.0,35,census_api
Census Tract 1926.20; Los Angeles County; California,3562,49375,22,1159,06,037,192620,1181,0.9813717188823031,1.0,3562.0,35,census_api
Census Tract 1927; Los Angeles County; California,3234,54775,122,1136,06,037,192700,1258,0.9030206677265501,1.0,3234.0,35,census_api
Census Tract 1941.01; Los Angeles County; California,3139,100893,585,1162,06,037,194101,1747,0.665140240412135,1.0,3139.0,35,census_api
Census Tract 1941.02; Los Angeles County; California,2490,127917,936,304,06,037,194102,1240,0.24516129032258063,1.0,2490.0,35,census_api
Census Tract 1942; Los Angeles County; California,3440,168821,1212,451,06,037,194200,1663,0.27119663259170174,1.0,3440.0,35,census_api
Census Tract 1943; Los Angeles County; California,2746,248173,1159,226,06,037,194300,1385,0.1631768953068592,1.0,2746.0,35,census_api
Census Tract 1944.01; Los Angeles County; California,2636,100234,253,1189,06,037,194401,1442,0.8245492371705964,1.0,2636.0,35,census_api
Census Tract 1944.02; Los Angeles County; California,3101,108309,787,1332,06,037,194402,2119,0.6285983954695611,1.0,3101.0,35,census_api
Census Tract 1945; Los Angeles County; California,2011,119762,391,599,06,037,194500,990,0.6050505050505051,1.0,2011.0,35,census_api
Census Tract 1951; Los Angeles County; California,5042,160804,1494,683,06,037,195100,2177,0.3137344970142398,1.0,5042.0,35,census_api
Census Tract 1952.01; Los Angeles County; California,2698,108831,367,1190,06,037,195201,1557,0.7642903018625562,1.0,2698.0,35,census_api
Census Tract 1952.02; Los Angeles County; California,3329,153537,719,734,06,037,195202,1453,0.5051617343427391,1.0,3329.0,35,census_api
Census Tract 1953; Los Angeles County; California,2903,96298,348,1101,06,037,195300,1449,0.7598343685300207,1.0,2903.0,35,census_api
Census Tract 1954; Los Angeles County; California,4221,110051,1121,1195,06,037,195400,2316,0.5159758203799655,1.0,4221.0,35,census_api
Census Tract 1955; Los Angeles County; California,5010,116815,1022,1365,06,037,195500,2387,0.5718475073313783,1.0,5010.0,35,census_api
Census Tract 1956; Los Angeles County; California,2707,61842,409,771,06,037,195600,1180,0.6533898305084745,1.0,2707.0,35,census_api
Census Tract 1957.10; Los Angeles County; California,4860,66520,165,1360,06,037,195710,1525,0.8918032786885246,1.0,4860.0,35,census_api
Census Tract 1957.20; Los Angeles County; California,1795,70075,150,695,06,037,195720,845,0.8224852071005917,1.0,1795.0,35,census_api
Census Tract 1958.02; Los Angeles County; California,2958,77216,191,884,06,037,195802,1075,0.8223255813953488,1.0,2958.0,35,census_api
Census Tract 1958.03; Los Angeles County; California,2351,86333,258,788,06,037,195803,1046,0.7533460803059273,1.0,2351.0,35,census_api
Census Tract 1958.04; Los Angeles County; California,2527,66659,182,933,06,037,195804,1115,0.8367713004484305,1.0,2527.0,35,census_api
Census Tract 1959.01; Los Angeles County; California,2435,86477,149,962,06,037,195901,1111,0.8658865886588659,1.0,2435.0,35,census_api
Census Tract 1959.02; Los Angeles County; California,1779,127500,333,641,06,037,195902,974,0.6581108829568788,1.0,1779.0,35,census_api
Census Tract 1959.03; Los Angeles County; California,1923,88750,164,716,06,037,195903,880,0.8136363636363636,1.0,1923.0,35,census_api
Census Tract 1972; Los Angeles County; California,3602,73385,534,659,06,037,197200,1193,0.5523889354568315,1.0,3602.0,35,census_api
Census Tract 1973; Los Angeles County; California,3847,103042,532,1227,06,037,197300,1759,0.6975554292211483,1.0,3847.0,35,census_api
Census Tract 1974.10; Los Angeles County; California,3725,94594,887,876,06,037,197410,1763,0.4968803176403857,1.0,3725.0,35,census_api
Census Tract 1974.20; Los Angeles County; California,3962,87125,468,1147,06,037,197420,1615,0.7102167182662539,1.0,3962.0,35,census_api
Census Tract 1975; Los Angeles County; California,3882,82979,227,1519,06,037,197500,1746,0.8699885452462772,1.0,3882.0,35,census_api
Census Tract 1976; Los Angeles County; California,2130,94219,134,727,06,037,197600,861,0.8443670150987224,1.0,2130.0,35,census_api
Census Tract 1977; Los Angeles County; California,4963,63073,248,1860,06,037,197700,2108,0.8823529411764706,1.0,4963.0,35,census_api
Census Tract 1990.01; Los Angeles County; California,2214,52258,49,627,06,037,199001,676,0.9275147928994083,1.0,2214.0,35,census_api
Census Tract 1990.02; Los Angeles County; California,2610,67279,284,781,06,037,199002,1065,0.7333333333333333,1.0,2610.0,35,census_api
Census Tract 1991.10; Los Angeles County; California,2452,73750,451,326,06,037,199110,777,0.4195624195624196,1.0,2452.0,35,census_api
Census Tract 1991.20; Los Angeles County; California,4031,46678,209,880,06,037,199120,1089,0.8080808080808081,1.0,4031.0,35,census_api
Census Tract 1992.01; Los Angeles County; California,3540,54695,275,841,06,037,199201,1116,0.753584229390681,1.0,3540.0,35,census_api
Census Tract 1992.02; Los Angeles County; California,2594,89375,489,409,06,037,199202,898,0.455456570155902,1.0,2594.0,35,census_api
Census Tract 1993; Los Angeles County; California,4093,99375,781,511,06,037,199300,1292,0.3955108359133127,1.0,4093.0,35,census_api
Census Tract 1994; Los Angeles County; California,4497,55997,432,1063,06,037,199400,1495,0.7110367892976589,1.0,4497.0,35,census_api
Census Tract 1997; Los Angeles County; California,3025,50584,233,1013,06,037,199700,1246,0.8130016051364366,1.0,3025.0,35,census_api
Census Tract 1998.01; Los Angeles County; California,3745,60333,336,574,06,037,199801,910,0.6307692307692307,1.0,3745.0,35,census_api
Census Tract 1998.02; Los Angeles County; California,2064,57880,212,389,06,037,199802,601,0.6472545757071547,1.0,2064.0,35,census_api
Census Tract 1999; Los Angeles County; California,2341,49612,151,710,06,037,199900,861,0.8246225319396051,1.0,2341.0,35,census_api
Census Tract 2011.10; Los Angeles County; California,2390,91313,523,244,06,037,201110,767,0.318122555410691,1.0,2390.0,35,census_api
Census Tract 2011.20; Los Angeles County; California,3934,85663,608,673,06,037,201120,1281,0.5253708040593287,1.0,3934.0,35,census_api
Census Tract 2012; Los Angeles County; California,2711,80885,407,346,06,037,201200,753,0.4594953519256308,1.0,2711.0,35,census_api
Census Tract 2013.01; Los Angeles County; California,3433,87574,493,584,06,037,201301,1077,0.542246982358403,1.0,3433.0,35,census_api
Census Tract 2013.02; Los Angeles County; California,4001,110682,1374,496,06,037,201302,1870,0.26524064171122996,1.0,4001.0,35,census_api
Census Tract 2014.01; Los Angeles County; California,4632,67404,697,605,06,037,201401,1302,0.4646697388632873,1.0,4632.0,35,census_api
Census Tract 2014.02; Los Angeles County; California,4445,75391,1088,413,06,037,201402,1501,0.27514990006662227,1.0,4445.0,35,census_api
Census Tract 2015.01; Los Angeles County; California,5594,87554,713,802,06,037,201501,1515,0.5293729372937294,1.0,5594.0,35,census_api
Census Tract 2015.03; Los Angeles County; California,3261,60375,340,652,06,037,201503,992,0.657258064516129,1.0,3261.0,35,census_api
Census Tract 2015.04; Los Angeles County; California,2177,73929,357,267,06,037,201504,624,0.42788461538461536,1.0,2177.0,35,census_api
Census Tract 2016.01; Los Angeles County; California,2337,65655,407,284,06,037,201601,691,0.4109985528219971,1.0,2337.0,35,census_api
Census Tract 2016.02; Los Angeles County; California,2619,68972,379,356,06,037,201602,735,0.48435374149659866,1.0,2619.0,35,census_api
Census Tract 2017; Los Angeles County; California,4865,76507,824,625,06,037,201700,1449,0.4313319530710835,1.0,4865.0,35,census_api
Census Tract 2031; Los Angeles County; California,4357,50515,157,1100,06,037,203100,1257,0.8750994431185362,1.0,4357.0,35,census_api
Census Tract 2032; Los Angeles County; California,5417,63750,366,955,06,037,203200,1321,0.7229371688115064,1.0,5417.0,35,census_api
Census Tract 2033; Los Angeles County; California,1718,24236,90,381,06,037,203300,471,0.8089171974522293,1.0,1718.0,35,census_api
Census Tract 2035; Los Angeles County; California,2915,48194,334,639,06,037,203500,973,0.656731757451182,1.0,2915.0,35,census_api
Census Tract 2036.01; Los Angeles County; California,2629,46078,136,682,06,037,203601,818,0.8337408312958435,1.0,2629.0,35,census_api
Census Tract 2036.02; Los Angeles County; California,2074,70047,134,446,06,037,203602,580,0.7689655172413793,1.0,2074.0,35,census_api
Census Tract 2037.10; Los Angeles County; California,3449,70515,193,612,06,037,203710,805,0.760248447204969,1.0,3449.0,35,census_api
Census Tract 2037.20; Los Angeles County; California,3892,69015,286,732,06,037,203720,1018,0.7190569744597249,1.0,3892.0,35,census_api
Census Tract 2038; Los Angeles County; California,4728,53895,428,817,06,037,203800,1245,0.6562248995983936,1.0,4728.0,35,census_api
Census Tract 2039; Los Angeles County; California,3208,91250,268,419,06,037,203900,687,0.6098981077147017,1.0,3208.0,35,census_api
Census Tract 2041.10; Los Angeles County; California,3097,70878,340,513,06,037,204110,853,0.6014067995310668,1.0,3097.0,35,census_api
Census Tract 2041.20; Los Angeles County; California,2606,78938,167,532,06,037,204120,699,0.7610872675250357,1.0,2606.0,35,census_api
Census Tract 2042; Los Angeles County; California,3427,45662,219,820,06,037,204200,1039,0.7892204042348412,1.0,3427.0,35,census_api
Census Tract 2043; Los Angeles County; California,5294,53421,389,985,06,037,204300,1374,0.7168850072780204,1.0,5294.0,35,census_api
Census Tract 2044.10; Los Angeles County; California,2618,-666666666,97,593,06,037,204410,690,0.8594202898550725,1.0,2618.0,35,census_api
Census Tract 2044.20; Los Angeles County; California,3085,46507,55,792,06,037,204420,847,0.935064935064935,1.0,3085.0,35,census_api
Census Tract 2046; Los Angeles County; California,4135,45357,277,871,06,037,204600,1148,0.7587108013937283,1.0,4135.0,35,census_api
Census Tract 2047; Los Angeles County; California,4847,69861,603,628,06,037,204700,1231,0.5101543460601138,1.0,4847.0,35,census_api
Census Tract 2048.10; Los Angeles County; California,4929,53988,407,957,06,037,204810,1364,0.7016129032258065,1.0,4929.0,35,census_api
Census Tract 2048.20; Los Angeles County; California,2222,61176,250,294,06,037,204820,544,0.5404411764705882,1.0,2222.0,35,census_api
Census Tract 2049.10; Los Angeles County; California,3065,47017,154,799,06,037,204910,953,0.838405036726128,1.0,3065.0,35,census_api
Census Tract 2049.20; Los Angeles County; California,2623,67083,250,437,06,037,204920,687,0.636098981077147,1.0,2623.0,35,census_api
Census Tract 2051.10; Los Angeles County; California,3447,51389,0,856,06,037,205110,856,1.0,1.0,3447.0,35,census_api
Census Tract 2051.20; Los Angeles County; California,3630,29946,110,794,06,037,205120,904,0.8783185840707964,1.0,3630.0,35,census_api
Census Tract 2060.10; Los Angeles County; California,3729,57653,98,1410,06,037,206010,1508,0.9350132625994695,1.0,3729.0,35,census_api
Census Tract 2060.20; Los Angeles County; California,8994,118438,0,251,06,037,206020,251,1.0,1.0,8994.0,35,census_api
Census Tract 2060.50; Los Angeles County; California,2317,47431,20,748,06,037,206050,768,0.9739583333333334,1.0,2317.0,35,census_api
Census Tract 2060.51; Los Angeles County; California,1325,128000,331,551,06,037,206051,882,0.6247165532879818,1.0,1325.0,35,census_api
Census Tract 2060.52; Los Angeles County; California,3150,103519,167,1623,06,037,206052,1790,0.9067039106145252,1.0,3150.0,35,census_api
Census Tract 2060.53; Los Angeles County; California,3007,36833,164,988,06,037,206053,1152,0.8576388888888888,1.0,3007.0,35,census_api
Census Tract 2060.54; Los Angeles County; California,2455,41852,42,583,06,037,206054,625,0.9328,1.0,2455.0,35,census_api
Census Tract 2062.01; Los Angeles County; California,2203,46250,101,1088,06,037,206201,1189,0.9150546677880572,1.0,2203.0,35,census_api
Census Tract 2062.02; Los Angeles County; California,1915,22353,183,1039,06,037,206202,1222,0.8502454991816694,1.0,1915.0,35,census_api
Census Tract 2063.01; Los Angeles County; California,2133,13738,33,1109,06,037,206301,1142,0.9711033274956217,1.0,2133.0,35,census_api
Census Tract 2063.02; Los Angeles County; California,2271,9417,0,651,06,037,206302,651,1.0,1.0,2271.0,35,census_api
Census Tract 2063.03; Los Angeles County; California,2757,11359,8,550,06,037,206303,558,0.985663082437276,1.0,2757.0,35,census_api
Census Tract 2071.01; Los Angeles County; California,3864,57755,6,1654,06,037,207101,1660,0.9963855421686747,1.0,3864.0,35,census_api
Census Tract 2071.02; Los Angeles County; California,3198,-666666666,33,1466,06,037,207102,1499,0.9779853235490327,1.0,3198.0,35,census_api
Census Tract 2071.03; Los Angeles County; California,2055,41667,26,870,06,037,207103,896,0.9709821428571429,1.0,2055.0,35,census_api
Census Tract 2073.03; Los Angeles County; California,2387,30867,50,1782,06,037,207303,1832,0.972707423580786,1.0,2387.0,35,census_api
Census Tract 2073.04; Los Angeles County; California,2251,12443,35,1579,06,037,207304,1614,0.9783147459727385,1.0,2251.0,35,census_api
Census Tract 2073.05; Los Angeles County; California,796,67188,69,565,06,037,207305,634,0.8911671924290221,1.0,796.0,35,census_api
Census Tract 2073.06; Los Angeles County; California,1947,45321,166,1346,06,037,207306,1512,0.8902116402116402,1.0,1947.0,35,census_api
Census Tract 2073.07; Los Angeles County; California,1403,14940,0,1131,06,037,207307,1131,1.0,1.0,1403.0,35,census_api
Census Tract 2073.08; Los Angeles County; California,1268,97188,0,770,06,037,207308,770,1.0,1.0,1268.0,35,census_api
Census Tract 2074; Los Angeles County; California,2091,59703,0,763,06,037,207400,763,1.0,1.0,2091.0,35,census_api
Census Tract 2075.01; Los Angeles County; California,1995,99321,179,1064,06,037,207501,1243,0.8559935639581657,1.0,1995.0,35,census_api
Census Tract 2075.02; Los Angeles County; California,3652,19328,0,2463,06,037,207502,2463,1.0,1.0,3652.0,35,census_api
Census Tract 2077.11; Los Angeles County; California,2189,165379,387,1187,06,037,207711,1574,0.7541296060991105,1.0,2189.0,35,census_api
Census Tract 2077.12; Los Angeles County; California,4388,85886,359,2613,06,037,207712,2972,0.8792059219380888,1.0,4388.0,35,census_api
Census Tract 2079.01; Los Angeles County; California,3227,83828,154,2063,06,037,207901,2217,0.9305367613892648,1.0,3227.0,35,census_api
Census Tract 2079.02; Los Angeles County; California,7214,112796,516,4003,06,037,207902,4519,0.8858154458951095,1.0,7214.0,35,census_api
Census Tract 2080.01; Los Angeles County; California,2452,85435,14,1166,06,037,208001,1180,0.988135593220339,1.0,2452.0,35,census_api
Census Tract 2080.02; Los Angeles County; California,4147,47151,148,1152,06,037,208002,1300,0.8861538461538462,1.0,4147.0,35,census_api
Census Tract 2083.01; Los Angeles County; California,1904,41719,36,552,06,037,208301,588,0.9387755102040817,1.0,1904.0,35,census_api
Census Tract 2083.02; Los Angeles County; California,4881,56106,242,1501,06,037,208302,1743,0.8611589213998853,1.0,4881.0,35,census_api
Census Tract 2084.01; Los Angeles County; California,4092,49900,18,1368,06,037,208401,1386,0.987012987012987,1.0,4092.0,35,census_api
Census Tract 2084.02; Los Angeles County; California,2719,70500,148,700,06,037,208402,848,0.8254716981132075,1.0,2719.0,35,census_api
Census Tract 2085.01; Los Angeles County; California,2577,75694,78,792,06,037,208501,870,0.9103448275862069,1.0,2577.0,35,census_api
Census Tract 2085.02; Los Angeles County; California,4208,47654,25,1438,06,037,208502,1463,0.9829118250170882,1.0,4208.0,35,census_api
Census Tract 2086.10; Los Angeles County; California,4274,73598,128,1363,06,037,208610,1491,0.9141515761234071,1.0,4274.0,35,census_api
Census Tract 2086.20; Los Angeles County; California,3930,74046,185,1406,06,037,208620,1591,0.8837209302325582,1.0,3930.0,35,census_api
Census Tract 2087.10; Los Angeles County; California,4757,61754,261,1867,06,037,208710,2128,0.8773496240601504,1.0,4757.0,35,census_api
Census Tract 2087.20; Los Angeles County; California,3917,39085,12,1514,06,037,208720,1526,0.9921363040629095,1.0,3917.0,35,census_api
Census Tract 2088.01; Los Angeles County; California,3397,45097,18,1362,06,037,208801,1380,0.9869565217391304,1.0,3397.0,35,census_api
Census Tract 2088.02; Los Angeles County; California,2792,37798,0,1408,06,037,208802,1408,1.0,1.0,2792.0,35,census_api
Census Tract 2089.02; Los Angeles County; California,2376,35497,0,683,06,037,208902,683,1.0,1.0,2376.0,35,census_api
Census Tract 2089.03; Los Angeles County; California,3955,46573,0,1132,06,037,208903,1132,1.0,1.0,3955.0,35,census_api
Census Tract 2089.04; Los Angeles County; California,3816,27088,13,1336,06,037,208904,1349,0.9903632320237212,1.0,3816.0,35,census_api
Census Tract 2091.03; Los Angeles County; California,3648,31948,0,1105,06,037,209103,1105,1.0,1.0,3648.0,35,census_api
Census Tract 2091.04; Los Angeles County; California,2485,37692,0,948,06,037,209104,948,1.0,1.0,2485.0,35,census_api
Census Tract 2091.05; Los Angeles County; California,3231,31125,0,1049,06,037,209105,1049,1.0,1.0,3231.0,35,census_api
Census Tract 2091.06; Los Angeles County; California,2531,47102,99,1174,06,037,209106,1273,0.9222309505106049,1.0,2531.0,35,census_api
Census Tract 2092.01; Los Angeles County; California,3026,72313,121,1742,06,037,209201,1863,0.9350509930220076,1.0,3026.0,35,census_api
Census Tract 2092.02; Los Angeles County; California,1485,35694,0,556,06,037,209202,556,1.0,1.0,1485.0,35,census_api
Census Tract 2093; Los Angeles County; California,4763,31655,10,2199,06,037,209300,2209,0.9954730647351743,1.0,4763.0,35,census_api
Census Tract 2094.01; Los Angeles County; California,4095,34739,19,1527,06,037,209401,1546,0.9877102199223803,1.0,4095.0,35,census_api
Census Tract 2094.02; Los Angeles County; California,4296,47411,67,1191,06,037,209402,1258,0.9467408585055644,1.0,4296.0,35,census_api
Census Tract 2094.03; Los Angeles County; California,4311,31446,34,1472,06,037,209403,1506,0.9774236387782205,1.0,4311.0,35,census_api
Census Tract 2095.10; Los Angeles County; California,2635,40777,32,903,06,037,209510,935,0.9657754010695188,1.0,2635.0,35,census_api
Census Tract 2095.20; Los Angeles County; California,2569,41318,9,938,06,037,209520,947,0.9904963041182682,1.0,2569.0,35,census_api
Census Tract 2098.10; Los Angeles County; California,2740,34327,19,737,06,037,209810,756,0.9748677248677249,1.0,2740.0,35,census_api
Census Tract 2098.20; Los Angeles County; California,2559,48269,105,685,06,037,209820,790,0.8670886075949367,1.0,2559.0,35,census_api
Census Tract 2100.10; Los Angeles County; California,3349,32969,112,1129,06,037,210010,1241,0.9097502014504432,1.0,3349.0,35,census_api
Census Tract 2110; Los Angeles County; California,5130,155122,1231,892,06,037,211000,2123,0.42016015073009894,1.0,5130.0,35,census_api
Census Tract 2111.21; Los Angeles County; California,2354,71250,54,928,06,037,211121,982,0.945010183299389,1.0,2354.0,35,census_api
Census Tract 2111.22; Los Angeles County; California,2641,49653,95,1016,06,037,211122,1111,0.9144914491449145,1.0,2641.0,35,census_api
Census Tract 2111.23; Los Angeles County; California,1748,80063,31,1016,06,037,211123,1047,0.9703915950334289,1.0,1748.0,35,census_api
Census Tract 2111.24; Los Angeles County; California,4321,60559,156,1879,06,037,211124,2035,0.9233415233415233,1.0,4321.0,35,census_api
Census Tract 2112.01; Los Angeles County; California,2391,57478,83,961,06,037,211201,1044,0.9204980842911877,1.0,2391.0,35,census_api
Census Tract 2112.02; Los Angeles County; California,2307,49385,28,928,06,037,211202,956,0.9707112970711297,1.0,2307.0,35,census_api
Census Tract 2113.10; Los Angeles County; California,3330,43287,86,1345,06,037,211310,1431,0.9399021663172606,1.0,3330.0,35,census_api
Census Tract 2113.20; Los Angeles County; California,3326,37959,23,1195,06,037,211320,1218,0.9811165845648604,1.0,3326.0,35,census_api
Census Tract 2114.10; Los Angeles County; California,3038,48333,68,1072,06,037,211410,1140,0.9403508771929825,1.0,3038.0,35,census_api
Census Tract 2114.20; Los Angeles County; California,3639,55492,175,1153,06,037,211420,1328,0.8682228915662651,1.0,3639.0,35,census_api
Census Tract 2115; Los Angeles County; California,4064,72375,604,1244,06,037,211500,1848,0.6731601731601732,1.0,4064.0,35,census_api
Census Tract 2117.01; Los Angeles County; California,2677,96599,438,807,06,037,211701,1245,0.6481927710843374,1.0,2677.0,35,census_api
Census Tract 2117.03; Los Angeles County; California,4624,58029,217,1909,06,037,211703,2126,0.8979303857008467,1.0,4624.0,35,census_api
Census Tract 2117.04; Los Angeles County; California,2802,42250,207,1446,06,037,211704,1653,0.8747731397459165,1.0,2802.0,35,census_api
Census Tract 2118.02; Los Angeles County; California,4575,50090,133,2020,06,037,211802,2153,0.9382257315373896,1.0,4575.0,35,census_api
Census Tract 2118.03; Los Angeles County; California,3528,56000,89,1563,06,037,211803,1652,0.9461259079903148,1.0,3528.0,35,census_api
Census Tract 2118.04; Los Angeles County; California,3131,46361,13,1276,06,037,211804,1289,0.9899146625290923,1.0,3131.0,35,census_api
Census Tract 2119.10; Los Angeles County; California,4143,60988,50,1872,06,037,211910,1922,0.9739854318418314,1.0,4143.0,35,census_api
Census Tract 2119.21; Los Angeles County; California,2113,37849,9,925,06,037,211921,934,0.9903640256959315,1.0,2113.0,35,census_api
Census Tract 2119.22; Los Angeles County; California,3420,51060,7,1372,06,037,211922,1379,0.9949238578680203,1.0,3420.0,35,census_api
Census Tract 2121.01; Los Angeles County; California,2612,53098,192,1328,06,037,212101,1520,0.8736842105263158,1.0,2612.0,35,census_api
Census Tract 2121.02; Los Angeles County; California,2682,34790,30,1188,06,037,212102,1218,0.9753694581280788,1.0,2682.0,35,census_api
Census Tract 2122.02; Los Angeles County; California,3417,53006,69,1213,06,037,212202,1282,0.9461778471138845,1.0,3417.0,35,census_api
Census Tract 2122.03; Los Angeles County; California,2733,39238,0,1493,06,037,212203,1493,1.0,1.0,2733.0,35,census_api
Census Tract 2122.04; Los Angeles County; California,3431,40431,20,1440,06,037,212204,1460,0.9863013698630136,1.0,3431.0,35,census_api
Census Tract 2123.03; Los Angeles County; California,3864,35074,0,1603,06,037,212303,1603,1.0,1.0,3864.0,35,census_api
Census Tract 2123.04; Los Angeles County; California,1721,41206,11,760,06,037,212304,771,0.9857328145265889,1.0,1721.0,35,census_api
Census Tract 2123.05; Los Angeles County; California,2745,46615,24,917,06,037,212305,941,0.9744952178533475,1.0,2745.0,35,census_api
Census Tract 2123.06; Los Angeles County; California,3030,54177,53,1054,06,037,212306,1107,0.952122854561879,1.0,3030.0,35,census_api
Census Tract 2124.10; Los Angeles County; California,4084,49223,52,1477,06,037,212410,1529,0.9659908436886854,1.0,4084.0,35,census_api
Census Tract 2124.20; Los Angeles County; California,2616,48864,24,1100,06,037,212420,1124,0.9786476868327402,1.0,2616.0,35,census_api
Census Tract 2125.01; Los Angeles County; California,1898,47574,35,870,06,037,212501,905,0.9613259668508287,1.0,1898.0,35,census_api
Census Tract 2125.02; Los Angeles County; California,2997,61469,46,1371,06,037,212502,1417,0.9675370501058574,1.0,2997.0,35,census_api
Census Tract 2126.10; Los Angeles County; California,4218,66550,364,1553,06,037,212610,1917,0.8101199791340636,1.0,4218.0,35,census_api
Census Tract 2126.20; Los Angeles County; California,3799,45412,106,1672,06,037,212620,1778,0.9403824521934758,1.0,3799.0,35,census_api
Census Tract 2127.01; Los Angeles County; California,2277,71563,309,493,06,037,212701,802,0.614713216957606,1.0,2277.0,35,census_api
Census Tract 2127.02; Los Angeles County; California,3360,94940,563,814,06,037,212702,1377,0.5911401597676107,1.0,3360.0,35,census_api
Census Tract 2128; Los Angeles County; California,3176,73478,606,710,06,037,212800,1316,0.5395136778115501,1.0,3176.0,35,census_api
Census Tract 2129; Los Angeles County; California,3842,51948,108,1377,06,037,212900,1485,0.9272727272727272,1.0,3842.0,35,census_api
Census Tract 2131; Los Angeles County; California,2860,55980,279,769,06,037,213100,1048,0.7337786259541985,1.0,2860.0,35,census_api
Census Tract 2132.01; Los Angeles County; California,4162,40756,162,1495,06,037,213201,1657,0.9022329511164756,1.0,4162.0,35,census_api
Census Tract 2132.02; Los Angeles County; California,3899,62516,268,960,06,037,213202,1228,0.7817589576547231,1.0,3899.0,35,census_api
Census Tract 2133.10; Los Angeles County; California,2578,69087,226,691,06,037,213310,917,0.7535441657579062,1.0,2578.0,35,census_api
Census Tract 2133.20; Los Angeles County; California,2569,33576,98,858,06,037,213320,956,0.897489539748954,1.0,2569.0,35,census_api
Census Tract 2134.01; Los Angeles County; California,4818,46121,21,1627,06,037,213401,1648,0.9872572815533981,1.0,4818.0,35,census_api
Census Tract 2134.02; Los Angeles County; California,4697,51740,134,1601,06,037,213402,1735,0.9227665706051873,1.0,4697.0,35,census_api
Census Tract 2140; Los Angeles County; California,3692,148846,617,581,06,037,214000,1198,0.48497495826377296,1.0,3692.0,35,census_api
Census Tract 2141; Los Angeles County; California,3569,138125,631,1083,06,037,214100,1714,0.631855309218203,1.0,3569.0,35,census_api
Census Tract 2144; Los Angeles County; California,2905,95882,37,1693,06,037,214400,1730,0.9786127167630058,1.0,2905.0,35,census_api
Census Tract 2145.01; Los Angeles County; California,3679,107725,62,1589,06,037,214501,1651,0.9624470018170805,1.0,3679.0,35,census_api
Census Tract 2145.03; Los Angeles County; California,3302,85960,3,1514,06,037,214503,1517,0.998022412656559,1.0,3302.0,35,census_api
Census Tract 2145.04; Los Angeles County; California,3532,102539,48,1649,06,037,214504,1697,0.971714790807307,1.0,3532.0,35,census_api
