tract_name,population,median_income,B25003_002E,B25003_003E,state,county,tract,total_housing,renter_rate,area_sq_miles,population_density,median_age,data_source
Census Tract 155.01; New York County; New York,5084,186116,1809,1156,36,061,015501,2965,0.3898819561551433,1.0,5084.0,35,census_api
Census Tract 155.02; New York County; New York,5167,146563,1531,1345,36,061,015502,2876,0.467663421418637,1.0,5167.0,35,census_api
Census Tract 156.01; New York County; New York,4879,114409,93,2552,36,061,015601,2645,0.9648393194706995,1.0,4879.0,35,census_api
Census Tract 156.02; New York County; New York,2212,51404,72,1138,36,061,015602,1210,0.9404958677685951,1.0,2212.0,35,census_api
Census Tract 157; New York County; New York,10352,154237,2124,4030,36,061,015700,6154,0.6548586285342867,1.0,10352.0,35,census_api
Census Tract 158.01; New York County; New York,4899,159712,1014,1403,36,061,015801,2417,0.580471659081506,1.0,4899.0,35,census_api
Census Tract 158.02; New York County; New York,3813,92303,54,1858,36,061,015802,1912,0.9717573221757322,1.0,3813.0,35,census_api
Census Tract 159; New York County; New York,9005,170496,2668,2435,36,061,015900,5103,0.4771702919851068,1.0,9005.0,35,census_api
Census Tract 160.01; New York County; New York,2884,250001,1128,246,36,061,016001,1374,0.17903930131004367,1.0,2884.0,35,census_api
Census Tract 160.02; New York County; New York,3250,104146,410,804,36,061,016002,1214,0.6622734761120264,1.0,3250.0,35,census_api
Census Tract 161; New York County; New York,6278,132396,1066,2737,36,061,016100,3803,0.7196949776492243,1.0,6278.0,35,census_api
Census Tract 162; New York County; New York,9015,26520,150,4509,36,061,016200,4659,0.9678042498390212,1.0,9015.0,35,census_api
Census Tract 163; New York County; New York,6989,125944,1517,1770,36,061,016300,3287,0.5384849406753879,1.0,6989.0,35,census_api
Census Tract 164; New York County; New York,7814,24789,2,3486,36,061,016400,3488,0.9994266055045872,1.0,7814.0,35,census_api
Census Tract 165; New York County; New York,7257,211888,1538,1706,36,061,016500,3244,0.5258939580764488,1.0,7257.0,35,census_api
Census Tract 166; New York County; New York,5916,44643,268,2612,36,061,016600,2880,0.9069444444444444,1.0,5916.0,35,census_api
Census Tract 167; New York County; New York,7196,223952,1372,1859,36,061,016700,3231,0.5753636645001547,1.0,7196.0,35,census_api
Census Tract 168; New York County; New York,4585,38281,125,1718,36,061,016800,1843,0.9321758003255561,1.0,4585.0,35,census_api
Census Tract 169; New York County; New York,8010,163500,921,3195,36,061,016900,4116,0.7762390670553936,1.0,8010.0,35,census_api
Census Tract 170; New York County; New York,8558,42261,446,2948,36,061,017000,3394,0.8685916322922805,1.0,8558.0,35,census_api
Census Tract 171; New York County; New York,9200,173490,2211,1960,36,061,017100,4171,0.4699112922560537,1.0,9200.0,35,census_api
Census Tract 172; New York County; New York,5325,31068,108,2175,36,061,017200,2283,0.9526938239159002,1.0,5325.0,35,census_api
Census Tract 173; New York County; New York,8652,122287,945,3320,36,061,017300,4265,0.7784290738569754,1.0,8652.0,35,census_api
Census Tract 174.01; New York County; New York,5508,37990,252,1906,36,061,017401,2158,0.8832252085264134,1.0,5508.0,35,census_api
Census Tract 174.02; New York County; New York,2529,65391,159,889,36,061,017402,1048,0.8482824427480916,1.0,2529.0,35,census_api
Census Tract 175; New York County; New York,10125,171250,2060,2425,36,061,017500,4485,0.5406911928651059,1.0,10125.0,35,census_api
Census Tract 177; New York County; New York,10451,103065,2397,2363,36,061,017700,4760,0.49642857142857144,1.0,10451.0,35,census_api
Census Tract 178; New York County; New York,4555,40978,151,1801,36,061,017800,1952,0.9226434426229508,1.0,4555.0,35,census_api
Census Tract 179; New York County; New York,9953,158109,1574,2819,36,061,017900,4393,0.6417027088549966,1.0,9953.0,35,census_api
Census Tract 180; New York County; New York,6970,26321,208,2903,36,061,018000,3111,0.9331404693024751,1.0,6970.0,35,census_api
Census Tract 181; New York County; New York,8837,108315,1276,3190,36,061,018100,4466,0.7142857142857143,1.0,8837.0,35,census_api
Census Tract 182; New York County; New York,6839,36696,97,2910,36,061,018200,3007,0.967741935483871,1.0,6839.0,35,census_api
Census Tract 183; New York County; New York,8724,146918,1282,2579,36,061,018300,3861,0.667961667961668,1.0,8724.0,35,census_api
Census Tract 184; New York County; New York,7661,34279,401,2989,36,061,018400,3390,0.8817109144542773,1.0,7661.0,35,census_api
Census Tract 185; New York County; New York,5055,146976,1005,1781,36,061,018500,2786,0.6392677674084709,1.0,5055.0,35,census_api
Census Tract 186; New York County; New York,6366,45221,42,2002,36,061,018600,2044,0.9794520547945206,1.0,6366.0,35,census_api
Census Tract 187; New York County; New York,10053,135716,1149,2470,36,061,018700,3619,0.6825089803813208,1.0,10053.0,35,census_api
Census Tract 188; New York County; New York,4358,41288,83,2168,36,061,018800,2251,0.9631274988893825,1.0,4358.0,35,census_api
Census Tract 189; New York County; New York,11169,37641,617,4086,36,061,018900,4703,0.8688071443759302,1.0,11169.0,35,census_api
Census Tract 190; New York County; New York,3719,92991,673,944,36,061,019000,1617,0.5837971552257266,1.0,3719.0,35,census_api
Census Tract 191; New York County; New York,8533,135934,1884,2361,36,061,019100,4245,0.5561837455830388,1.0,8533.0,35,census_api
Census Tract 192; New York County; New York,4358,16911,8,1579,36,061,019200,1587,0.9949590422180214,1.0,4358.0,35,census_api
Census Tract 193; New York County; New York,10654,72865,681,3618,36,061,019300,4299,0.8415910676901605,1.0,10654.0,35,census_api
Census Tract 194; New York County; New York,6524,36458,203,2506,36,061,019400,2709,0.9250645994832042,1.0,6524.0,35,census_api
Census Tract 195; New York County; New York,7601,113379,1176,2182,36,061,019500,3358,0.6497915425848719,1.0,7601.0,35,census_api
Census Tract 196; New York County; New York,4211,21967,0,1835,36,061,019600,1835,1.0,1.0,4211.0,35,census_api
Census Tract 197.01; New York County; New York,958,49336,0,495,36,061,019701,495,1.0,1.0,958.0,35,census_api
Census Tract 197.02; New York County; New York,2901,97981,134,1019,36,061,019702,1153,0.8837814397224631,1.0,2901.0,35,census_api
Census Tract 198; New York County; New York,2684,96771,467,510,36,061,019800,977,0.5220061412487206,1.0,2684.0,35,census_api
Census Tract 199; New York County; New York,9017,95313,1226,1993,36,061,019900,3219,0.6191363777570674,1.0,9017.0,35,census_api
Census Tract 200; New York County; New York,3123,70150,195,1365,36,061,020000,1560,0.875,1.0,3123.0,35,census_api
Census Tract 201.01; New York County; New York,1858,151667,61,217,36,061,020101,278,0.7805755395683454,1.0,1858.0,35,census_api
Census Tract 201.02; New York County; New York,4028,75721,381,1190,36,061,020102,1571,0.7574793125397836,1.0,4028.0,35,census_api
Census Tract 203; New York County; New York,3933,63819,37,409,36,061,020300,446,0.9170403587443946,1.0,3933.0,35,census_api
Census Tract 205; New York County; New York,5650,209667,230,1062,36,061,020500,1292,0.8219814241486069,1.0,5650.0,35,census_api
Census Tract 206; New York County; New York,3839,48161,178,1473,36,061,020600,1651,0.8921865536038764,1.0,3839.0,35,census_api
Census Tract 207.01; New York County; New York,2858,69800,95,1011,36,061,020701,1106,0.9141048824593129,1.0,2858.0,35,census_api
Census Tract 208; New York County; New York,5713,92132,428,1823,36,061,020800,2251,0.8098622834295869,1.0,5713.0,35,census_api
Census Tract 209.01; New York County; New York,3388,22743,35,1358,36,061,020901,1393,0.9748743718592965,1.0,3388.0,35,census_api
Census Tract 210; New York County; New York,7038,40164,409,3105,36,061,021000,3514,0.8836084234490609,1.0,7038.0,35,census_api
Census Tract 211; New York County; New York,10110,75954,1061,3227,36,061,021100,4288,0.7525652985074627,1.0,10110.0,35,census_api
Census Tract 212; New York County; New York,4270,77230,84,2343,36,061,021200,2427,0.965389369592089,1.0,4270.0,35,census_api
Census Tract 213.03; New York County; New York,6539,59413,122,2313,36,061,021303,2435,0.9498973305954825,1.0,6539.0,35,census_api
Census Tract 214; New York County; New York,3037,67083,0,2109,36,061,021400,2109,1.0,1.0,3037.0,35,census_api
Census Tract 215; New York County; New York,4193,67206,65,1731,36,061,021500,1796,0.9638084632516704,1.0,4193.0,35,census_api
Census Tract 216; New York County; New York,9294,59784,378,2804,36,061,021600,3182,0.8812067881835324,1.0,9294.0,35,census_api
Census Tract 218; New York County; New York,5756,42500,743,2221,36,061,021800,2964,0.7493252361673415,1.0,5756.0,35,census_api
Census Tract 219; New York County; New York,6147,22207,40,2154,36,061,021900,2194,0.9817684594348223,1.0,6147.0,35,census_api
Census Tract 220; New York County; New York,6369,89756,463,2418,36,061,022000,2881,0.8392919125303714,1.0,6369.0,35,census_api
Census Tract 221.02; New York County; New York,2645,92375,466,793,36,061,022102,1259,0.6298649722001588,1.0,2645.0,35,census_api
Census Tract 222; New York County; New York,3350,56705,325,1176,36,061,022200,1501,0.7834776815456362,1.0,3350.0,35,census_api
Census Tract 223.01; New York County; New York,7680,53900,221,2437,36,061,022301,2658,0.9168547780285929,1.0,7680.0,35,census_api
Census Tract 223.02; New York County; New York,3036,34167,51,1389,36,061,022302,1440,0.9645833333333333,1.0,3036.0,35,census_api
Census Tract 224; New York County; New York,7517,30667,114,2674,36,061,022400,2788,0.9591104734576757,1.0,7517.0,35,census_api
