tract_name,population,median_income,B25003_002E,B25003_003E,state,county,tract,total_housing,renter_rate,area_sq_miles,population_density,median_age,data_source
Census Tract 110.03; San Bernardino County; California,1362,84654,367,140,06,071,011003,507,0.27613412228796846,1.0,1362.0,35,census_api
Census Tract 110.04; San Bernardino County; California,1003,73490,199,132,06,071,011004,331,0.3987915407854985,1.0,1003.0,35,census_api
Census Tract 111.01; San Bernardino County; California,3689,84949,1141,154,06,071,011101,1295,0.11891891891891893,1.0,3689.0,35,census_api
Census Tract 111.02; San Bernardino County; California,1752,75750,576,248,06,071,011102,824,0.30097087378640774,1.0,1752.0,35,census_api
Census Tract 112.03; San Bernardino County; California,1445,83029,415,146,06,071,011203,561,0.26024955436720143,1.0,1445.0,35,census_api
Census Tract 112.04; San Bernardino County; California,1371,127000,455,143,06,071,011204,598,0.2391304347826087,1.0,1371.0,35,census_api
Census Tract 112.05; San Bernardino County; California,1263,40395,271,225,06,071,011205,496,0.4536290322580645,1.0,1263.0,35,census_api
Census Tract 112.06; San Bernardino County; California,798,44545,230,202,06,071,011206,432,0.4675925925925926,1.0,798.0,35,census_api
Census Tract 113; San Bernardino County; California,1277,93958,478,134,06,071,011300,612,0.21895424836601307,1.0,1277.0,35,census_api
Census Tract 114.04; San Bernardino County; California,4032,69375,1041,507,06,071,011404,1548,0.32751937984496127,1.0,4032.0,35,census_api
Census Tract 114.05; San Bernardino County; California,1759,72750,537,272,06,071,011405,809,0.3362175525339926,1.0,1759.0,35,census_api
Census Tract 114.06; San Bernardino County; California,2814,71250,677,438,06,071,011406,1115,0.39282511210762333,1.0,2814.0,35,census_api
Census Tract 114.07; San Bernardino County; California,1746,68388,592,170,06,071,011407,762,0.2230971128608924,1.0,1746.0,35,census_api
Census Tract 114.08; San Bernardino County; California,1699,46675,487,244,06,071,011408,731,0.3337893296853625,1.0,1699.0,35,census_api
Census Tract 115; San Bernardino County; California,2031,81458,504,248,06,071,011500,752,0.32978723404255317,1.0,2031.0,35,census_api
Census Tract 116.01; San Bernardino County; California,5532,105993,1885,265,06,071,011601,2150,0.12325581395348838,1.0,5532.0,35,census_api
Census Tract 116.02; San Bernardino County; California,1826,54887,564,331,06,071,011602,895,0.36983240223463687,1.0,1826.0,35,census_api
Census Tract 117; San Bernardino County; California,1649,41775,341,162,06,071,011700,503,0.3220675944333996,1.0,1649.0,35,census_api
Census Tract 118.01; San Bernardino County; California,3921,86023,849,484,06,071,011801,1333,0.3630907726931733,1.0,3921.0,35,census_api
Census Tract 118.02; San Bernardino County; California,3930,72781,466,670,06,071,011802,1136,0.5897887323943662,1.0,3930.0,35,census_api
Census Tract 119; San Bernardino County; California,2239,58261,538,320,06,071,011900,858,0.372960372960373,1.0,2239.0,35,census_api
Census Tract 120.01; San Bernardino County; California,6417,69909,1378,692,06,071,012001,2070,0.3342995169082126,1.0,6417.0,35,census_api
Census Tract 120.02; San Bernardino County; California,5341,52762,1067,852,06,071,012002,1919,0.4439812402292861,1.0,5341.0,35,census_api
Census Tract 121.01; San Bernardino County; California,6618,77865,1451,582,06,071,012101,2033,0.28627643876045256,1.0,6618.0,35,census_api
Census Tract 121.03; San Bernardino County; California,3160,40129,951,284,06,071,012103,1235,0.22995951417004049,1.0,3160.0,35,census_api
Census Tract 121.05; San Bernardino County; California,2872,85000,884,170,06,071,012105,1054,0.16129032258064516,1.0,2872.0,35,census_api
Census Tract 121.06; San Bernardino County; California,2886,-666666666,455,408,06,071,012106,863,0.4727694090382387,1.0,2886.0,35,census_api
Census Tract 122.01; San Bernardino County; California,7980,110841,1476,647,06,071,012201,2123,0.30475741874705603,1.0,7980.0,35,census_api
Census Tract 124; San Bernardino County; California,2519,76852,516,260,06,071,012400,776,0.33505154639175255,1.0,2519.0,35,census_api
Census Tract 125; San Bernardino County; California,5111,80625,625,681,06,071,012500,1306,0.5214395099540582,1.0,5111.0,35,census_api
Census Tract 127; San Bernardino County; California,4448,92991,1167,252,06,071,012700,1419,0.17758985200845667,1.0,4448.0,35,census_api
Census Tract 250; San Bernardino County; California,9073,63196,42,2855,06,071,025000,2897,0.9855022437003798,1.0,9073.0,35,census_api
Census Tract 251; San Bernardino County; California,1723,48750,485,214,06,071,025100,699,0.3061516452074392,1.0,1723.0,35,census_api
Census Tract 9401; San Bernardino County; California,1230,41429,521,107,06,071,940100,628,0.17038216560509553,1.0,1230.0,35,census_api
