tract_name,population,median_income,B25003_002E,B25003_003E,state,county,tract,total_housing,renter_rate,area_sq_miles,population_density,median_age,data_source
Census Tract 3425; Harris County; Texas,5973,84750,1441,775,48,201,342500,2216,0.3497292418772563,1.0,5973.0,35,census_api
Census Tract 3427; Harris County; Texas,4699,72336,1221,385,48,201,342700,1606,0.23972602739726026,1.0,4699.0,35,census_api
Census Tract 3428.01; Harris County; Texas,5172,118453,1845,9,48,201,342801,1854,0.0048543689320388345,1.0,5172.0,35,census_api
Census Tract 3428.02; Harris County; Texas,3116,115690,964,46,48,201,342802,1010,0.04554455445544554,1.0,3116.0,35,census_api
Census Tract 3429; Harris County; Texas,7306,102737,1869,438,48,201,342900,2307,0.18985695708712613,1.0,7306.0,35,census_api
Census Tract 3430; Harris County; Texas,7663,52589,1677,1192,48,201,343000,2869,0.4154757755315441,1.0,7663.0,35,census_api
Census Tract 3431; Harris County; Texas,4058,93003,1286,103,48,201,343100,1389,0.07415406767458603,1.0,4058.0,35,census_api
Census Tract 3432; Harris County; Texas,4740,130441,1324,168,48,201,343200,1492,0.1126005361930295,1.0,4740.0,35,census_api
Census Tract 3433.01; Harris County; Texas,5023,89839,1367,203,48,201,343301,1570,0.12929936305732484,1.0,5023.0,35,census_api
Census Tract 3433.02; Harris County; Texas,4649,93167,1406,523,48,201,343302,1929,0.2711249351995853,1.0,4649.0,35,census_api
Census Tract 3436.01; Harris County; Texas,1,-666666666,1,0,48,201,343601,1,0.0,1.0,1.0,35,census_api
Census Tract 3436.02; Harris County; Texas,2776,68314,754,388,48,201,343602,1142,0.3397548161120841,1.0,2776.0,35,census_api
Census Tract 3437; Harris County; Texas,4005,70030,705,678,48,201,343700,1383,0.49023861171366595,1.0,4005.0,35,census_api
Census Tract 3501.01; Harris County; Texas,5010,59195,687,644,48,201,350101,1331,0.4838467317806161,1.0,5010.0,35,census_api
Census Tract 3501.02; Harris County; Texas,4933,114269,1692,69,48,201,350102,1761,0.039182282793867124,1.0,4933.0,35,census_api
Census Tract 3501.03; Harris County; Texas,7685,143774,2361,4,48,201,350103,2365,0.0016913319238900633,1.0,7685.0,35,census_api
Census Tract 3501.04; Harris County; Texas,4654,101092,984,759,48,201,350104,1743,0.4354561101549053,1.0,4654.0,35,census_api
Census Tract 3502.01; Harris County; Texas,3776,61188,987,158,48,201,350201,1145,0.13799126637554585,1.0,3776.0,35,census_api
Census Tract 3502.02; Harris County; Texas,4854,90227,1278,162,48,201,350202,1440,0.1125,1.0,4854.0,35,census_api
Census Tract 3503; Harris County; Texas,6299,116331,1569,406,48,201,350300,1975,0.20556962025316455,1.0,6299.0,35,census_api
Census Tract 3504; Harris County; Texas,6682,78854,1403,703,48,201,350400,2106,0.33380816714150047,1.0,6682.0,35,census_api
Census Tract 3505; Harris County; Texas,6767,72571,1797,567,48,201,350500,2364,0.2398477157360406,1.0,6767.0,35,census_api
Census Tract 3506.01; Harris County; Texas,4329,77788,777,952,48,201,350601,1729,0.5506072874493927,1.0,4329.0,35,census_api
Census Tract 3506.03; Harris County; Texas,4509,89634,1262,108,48,201,350603,1370,0.07883211678832117,1.0,4509.0,35,census_api
Census Tract 3506.04; Harris County; Texas,3306,110742,1053,446,48,201,350604,1499,0.29753168779186123,1.0,3306.0,35,census_api
Census Tract 3507; Harris County; Texas,2230,108456,739,54,48,201,350700,793,0.06809583858764187,1.0,2230.0,35,census_api
Census Tract 3508.01; Harris County; Texas,5212,64261,945,1373,48,201,350801,2318,0.592320966350302,1.0,5212.0,35,census_api
Census Tract 3508.03; Harris County; Texas,2998,47122,448,953,48,201,350803,1401,0.6802284082798001,1.0,2998.0,35,census_api
Census Tract 3508.04; Harris County; Texas,6310,151827,1063,834,48,201,350804,1897,0.4396415392725356,1.0,6310.0,35,census_api
Census Tract 4101.01; Harris County; Texas,1963,73750,403,595,48,201,410101,998,0.5961923847695391,1.0,1963.0,35,census_api
Census Tract 4101.02; Harris County; Texas,3980,63222,310,2050,48,201,410102,2360,0.8686440677966102,1.0,3980.0,35,census_api
Census Tract 4102.01; Harris County; Texas,1928,113452,92,1118,48,201,410201,1210,0.9239669421487603,1.0,1928.0,35,census_api
Census Tract 4102.02; Harris County; Texas,3753,150208,804,1156,48,201,410202,1960,0.5897959183673469,1.0,3753.0,35,census_api
Census Tract 4103; Harris County; Texas,3552,98558,750,1457,48,201,410300,2207,0.6601721794290892,1.0,3552.0,35,census_api
Census Tract 4104.01; Harris County; Texas,3600,142054,1208,728,48,201,410401,1936,0.3760330578512397,1.0,3600.0,35,census_api
Census Tract 4104.02; Harris County; Texas,2931,160642,916,467,48,201,410402,1383,0.3376717281272596,1.0,2931.0,35,census_api
Census Tract 4105.01; Harris County; Texas,1696,127409,513,387,48,201,410501,900,0.43,1.0,1696.0,35,census_api
Census Tract 4105.02; Harris County; Texas,3067,141458,860,827,48,201,410502,1687,0.4902193242442205,1.0,3067.0,35,census_api
Census Tract 4106.01; Harris County; Texas,3928,101522,0,2604,48,201,410601,2604,1.0,1.0,3928.0,35,census_api
Census Tract 4106.02; Harris County; Texas,2508,87957,349,1310,48,201,410602,1659,0.7896323086196504,1.0,2508.0,35,census_api
Census Tract 4107.03; Harris County; Texas,2451,110066,514,941,48,201,410703,1455,0.6467353951890035,1.0,2451.0,35,census_api
Census Tract 4107.04; Harris County; Texas,1869,70196,627,822,48,201,410704,1449,0.567287784679089,1.0,1869.0,35,census_api
Census Tract 4107.05; Harris County; Texas,1103,48125,137,276,48,201,410705,413,0.6682808716707022,1.0,1103.0,35,census_api
Census Tract 4107.06; Harris County; Texas,1703,64340,101,1066,48,201,410706,1167,0.9134532990574121,1.0,1703.0,35,census_api
Census Tract 4108.01; Harris County; Texas,2305,90556,316,1102,48,201,410801,1418,0.7771509167842031,1.0,2305.0,35,census_api
Census Tract 4108.02; Harris County; Texas,1466,107857,341,525,48,201,410802,866,0.6062355658198614,1.0,1466.0,35,census_api
Census Tract 4109; Harris County; Texas,3238,101827,489,1414,48,201,410900,1903,0.743037309511298,1.0,3238.0,35,census_api
Census Tract 4110.01; Harris County; Texas,2215,117821,475,949,48,201,411001,1424,0.6664325842696629,1.0,2215.0,35,census_api
Census Tract 4110.02; Harris County; Texas,1983,88155,359,923,48,201,411002,1282,0.7199687987519501,1.0,1983.0,35,census_api
Census Tract 4110.03; Harris County; Texas,1694,101967,241,593,48,201,411003,834,0.7110311750599521,1.0,1694.0,35,census_api
Census Tract 4111; Harris County; Texas,3669,185648,1025,457,48,201,411100,1482,0.3083670715249663,1.0,3669.0,35,census_api
Census Tract 4112; Harris County; Texas,1662,250001,600,82,48,201,411200,682,0.12023460410557185,1.0,1662.0,35,census_api
Census Tract 4113.01; Harris County; Texas,2097,112790,363,886,48,201,411301,1249,0.7093674939951962,1.0,2097.0,35,census_api
Census Tract 4113.02; Harris County; Texas,2426,98594,198,1540,48,201,411302,1738,0.8860759493670886,1.0,2426.0,35,census_api
Census Tract 4114; Harris County; Texas,2719,250001,990,79,48,201,411400,1069,0.07390084190832553,1.0,2719.0,35,census_api
Census Tract 4115.03; Harris County; Texas,3235,116136,355,1417,48,201,411503,1772,0.7996613995485328,1.0,3235.0,35,census_api
Census Tract 4115.04; Harris County; Texas,2178,122946,353,1081,48,201,411504,1434,0.7538354253835425,1.0,2178.0,35,census_api
Census Tract 4115.05; Harris County; Texas,3152,102109,401,1204,48,201,411505,1605,0.7501557632398754,1.0,3152.0,35,census_api
Census Tract 4115.06; Harris County; Texas,2837,111352,305,1636,48,201,411506,1941,0.8428645028335909,1.0,2837.0,35,census_api
Census Tract 4115.07; Harris County; Texas,2068,78404,117,1176,48,201,411507,1293,0.9095127610208816,1.0,2068.0,35,census_api
Census Tract 4116; Harris County; Texas,2758,126421,901,562,48,201,411600,1463,0.38414217361585784,1.0,2758.0,35,census_api
Census Tract 4117; Harris County; Texas,3150,75563,69,1856,48,201,411700,1925,0.9641558441558442,1.0,3150.0,35,census_api
Census Tract 4118.01; Harris County; Texas,3686,113159,731,972,48,201,411801,1703,0.5707574867880212,1.0,3686.0,35,census_api
Census Tract 4118.02; Harris County; Texas,2161,79938,290,1039,48,201,411802,1329,0.781790820165538,1.0,2161.0,35,census_api
Census Tract 4119.01; Harris County; Texas,1978,248611,703,127,48,201,411901,830,0.1530120481927711,1.0,1978.0,35,census_api
Census Tract 4119.02; Harris County; Texas,2035,130753,343,652,48,201,411902,995,0.6552763819095477,1.0,2035.0,35,census_api
Census Tract 4120; Harris County; Texas,3918,204911,1155,606,48,201,412000,1761,0.3441226575809199,1.0,3918.0,35,census_api
Census Tract 4122.01; Harris County; Texas,2247,145478,416,593,48,201,412201,1009,0.5877106045589693,1.0,2247.0,35,census_api
Census Tract 4122.02; Harris County; Texas,3768,179659,878,453,48,201,412202,1331,0.34034560480841475,1.0,3768.0,35,census_api
Census Tract 4123; Harris County; Texas,6919,250001,2265,113,48,201,412300,2378,0.04751892346509672,1.0,6919.0,35,census_api
Census Tract 4124; Harris County; Texas,4481,250001,1376,173,48,201,412400,1549,0.11168495803744351,1.0,4481.0,35,census_api
Census Tract 4125; Harris County; Texas,1535,187019,368,223,48,201,412500,591,0.377326565143824,1.0,1535.0,35,census_api
Census Tract 4126; Harris County; Texas,3657,250001,1266,101,48,201,412600,1367,0.07388441843452817,1.0,3657.0,35,census_api
Census Tract 4127; Harris County; Texas,3178,156111,1012,224,48,201,412700,1236,0.18122977346278318,1.0,3178.0,35,census_api
Census Tract 4128; Harris County; Texas,5147,250001,1477,88,48,201,412800,1565,0.05623003194888179,1.0,5147.0,35,census_api
Census Tract 4129.01; Harris County; Texas,1914,75769,0,860,48,201,412901,860,1.0,1.0,1914.0,35,census_api
Census Tract 4129.02; Harris County; Texas,2671,101907,437,601,48,201,412902,1038,0.5789980732177264,1.0,2671.0,35,census_api
Census Tract 4130; Harris County; Texas,3457,140321,717,732,48,201,413000,1449,0.505175983436853,1.0,3457.0,35,census_api
Census Tract 4131; Harris County; Texas,3099,250001,977,79,48,201,413100,1056,0.07481060606060606,1.0,3099.0,35,census_api
Census Tract 4132.03; Harris County; Texas,2017,58952,15,1215,48,201,413203,1230,0.9878048780487805,1.0,2017.0,35,census_api
Census Tract 4132.04; Harris County; Texas,964,59931,25,526,48,201,413204,551,0.9546279491833031,1.0,964.0,35,census_api
Census Tract 4132.05; Harris County; Texas,1566,61098,327,578,48,201,413205,905,0.6386740331491713,1.0,1566.0,35,census_api
Census Tract 4132.06; Harris County; Texas,2521,75078,329,1042,48,201,413206,1371,0.7600291757840992,1.0,2521.0,35,census_api
Census Tract 4133.01; Harris County; Texas,5057,82302,541,1901,48,201,413301,2442,0.7784602784602784,1.0,5057.0,35,census_api
Census Tract 4133.02; Harris County; Texas,3717,128267,1274,443,48,201,413302,1717,0.2580081537565521,1.0,3717.0,35,census_api
Census Tract 4201; Harris County; Texas,2776,52112,377,1158,48,201,420100,1535,0.7543973941368078,1.0,2776.0,35,census_api
Census Tract 4202; Harris County; Texas,2424,69050,463,566,48,201,420200,1029,0.5500485908649174,1.0,2424.0,35,census_api
Census Tract 4203; Harris County; Texas,3490,90335,835,572,48,201,420300,1407,0.40653873489694387,1.0,3490.0,35,census_api
Census Tract 4204; Harris County; Texas,3187,102321,985,426,48,201,420400,1411,0.30191353649893693,1.0,3187.0,35,census_api
Census Tract 4205; Harris County; Texas,3529,48077,84,1164,48,201,420500,1248,0.9326923076923077,1.0,3529.0,35,census_api
Census Tract 4206; Harris County; Texas,2409,95600,679,237,48,201,420600,916,0.2587336244541485,1.0,2409.0,35,census_api
Census Tract 4207; Harris County; Texas,2488,199659,777,78,48,201,420700,855,0.0912280701754386,1.0,2488.0,35,census_api
Census Tract 4208; Harris County; Texas,2515,250001,763,66,48,201,420800,829,0.07961399276236429,1.0,2515.0,35,census_api
Census Tract 4209; Harris County; Texas,6147,208082,1910,353,48,201,420900,2263,0.15598762704374725,1.0,6147.0,35,census_api
Census Tract 4210; Harris County; Texas,2761,149963,943,100,48,201,421000,1043,0.09587727708533078,1.0,2761.0,35,census_api
Census Tract 4211.01; Harris County; Texas,2644,52008,119,1190,48,201,421101,1309,0.9090909090909091,1.0,2644.0,35,census_api
Census Tract 4211.03; Harris County; Texas,1511,37782,18,585,48,201,421103,603,0.9701492537313433,1.0,1511.0,35,census_api
Census Tract 4211.04; Harris County; Texas,4088,41652,0,1536,48,201,421104,1536,1.0,1.0,4088.0,35,census_api
Census Tract 4212.03; Harris County; Texas,2451,38840,0,923,48,201,421203,923,1.0,1.0,2451.0,35,census_api
Census Tract 4212.04; Harris County; Texas,3857,42782,0,1474,48,201,421204,1474,1.0,1.0,3857.0,35,census_api
Census Tract 4212.05; Harris County; Texas,2877,40280,0,895,48,201,421205,895,1.0,1.0,2877.0,35,census_api
Census Tract 4212.06; Harris County; Texas,2306,28795,0,812,48,201,421206,812,1.0,1.0,2306.0,35,census_api
Census Tract 4213.01; Harris County; Texas,3245,35307,0,1157,48,201,421301,1157,1.0,1.0,3245.0,35,census_api
Census Tract 4213.02; Harris County; Texas,5915,60350,612,1085,48,201,421302,1697,0.6393635827931644,1.0,5915.0,35,census_api
Census Tract 4214.01; Harris County; Texas,3895,34460,13,1387,48,201,421401,1400,0.9907142857142858,1.0,3895.0,35,census_api
Census Tract 4214.02; Harris County; Texas,3864,32543,0,1251,48,201,421402,1251,1.0,1.0,3864.0,35,census_api
Census Tract 4214.03; Harris County; Texas,4793,32996,256,1239,48,201,421403,1495,0.82876254180602,1.0,4793.0,35,census_api
Census Tract 4215.01; Harris County; Texas,4570,32424,135,1411,48,201,421501,1546,0.9126778783958602,1.0,4570.0,35,census_api
Census Tract 4215.02; Harris County; Texas,2806,42250,55,1009,48,201,421502,1064,0.9483082706766918,1.0,2806.0,35,census_api
Census Tract 4216.01; Harris County; Texas,2995,40745,24,906,48,201,421601,930,0.9741935483870968,1.0,2995.0,35,census_api
Census Tract 4216.02; Harris County; Texas,3350,43235,249,895,48,201,421602,1144,0.7823426573426573,1.0,3350.0,35,census_api
Census Tract 4217; Harris County; Texas,4873,77837,944,805,48,201,421700,1749,0.4602630074328187,1.0,4873.0,35,census_api
Census Tract 4218.01; Harris County; Texas,1907,43020,0,842,48,201,421801,842,1.0,1.0,1907.0,35,census_api
Census Tract 4218.02; Harris County; Texas,2063,118344,601,226,48,201,421802,827,0.27327690447400244,1.0,2063.0,35,census_api
Census Tract 4219; Harris County; Texas,2833,158125,884,87,48,201,421900,971,0.08959835221421215,1.0,2833.0,35,census_api
Census Tract 4220; Harris County; Texas,2235,112105,705,169,48,201,422000,874,0.19336384439359267,1.0,2235.0,35,census_api
Census Tract 4221; Harris County; Texas,5443,87455,1680,529,48,201,422100,2209,0.2394748755092802,1.0,5443.0,35,census_api
Census Tract 4222; Harris County; Texas,5732,26102,143,2443,48,201,422200,2586,0.9447022428460944,1.0,5732.0,35,census_api
Census Tract 4223.02; Harris County; Texas,1936,72813,684,277,48,201,422302,961,0.2882414151925078,1.0,1936.0,35,census_api
Census Tract 4223.03; Harris County; Texas,2651,27834,215,1116,48,201,422303,1331,0.8384673178061608,1.0,2651.0,35,census_api
Census Tract 4223.04; Harris County; Texas,3813,40907,396,616,48,201,422304,1012,0.6086956521739131,1.0,3813.0,35,census_api
Census Tract 4224.03; Harris County; Texas,2599,72931,610,294,48,201,422403,904,0.3252212389380531,1.0,2599.0,35,census_api
Census Tract 4224.04; Harris County; Texas,2494,38088,163,773,48,201,422404,936,0.8258547008547008,1.0,2494.0,35,census_api
Census Tract 4224.05; Harris County; Texas,1647,16082,0,970,48,201,422405,970,1.0,1.0,1647.0,35,census_api
Census Tract 4224.06; Harris County; Texas,2752,53315,323,702,48,201,422406,1025,0.6848780487804879,1.0,2752.0,35,census_api
Census Tract 4225.01; Harris County; Texas,3333,52629,383,980,48,201,422501,1363,0.719002201027146,1.0,3333.0,35,census_api
Census Tract 4225.02; Harris County; Texas,3487,37031,482,922,48,201,422502,1404,0.6566951566951567,1.0,3487.0,35,census_api
Census Tract 4226.01; Harris County; Texas,3533,48355,478,718,48,201,422601,1196,0.6003344481605352,1.0,3533.0,35,census_api
Census Tract 4226.02; Harris County; Texas,2317,65230,529,386,48,201,422602,915,0.42185792349726775,1.0,2317.0,35,census_api
Census Tract 4227.01; Harris County; Texas,5120,53937,776,933,48,201,422701,1709,0.5459332943241662,1.0,5120.0,35,census_api
Census Tract 4227.02; Harris County; Texas,3088,75417,839,236,48,201,422702,1075,0.21953488372093025,1.0,3088.0,35,census_api
Census Tract 4228; Harris County; Texas,5360,48884,414,1249,48,201,422800,1663,0.751052315093205,1.0,5360.0,35,census_api
Census Tract 4229; Harris County; Texas,3256,44167,411,903,48,201,422900,1314,0.6872146118721462,1.0,3256.0,35,census_api
Census Tract 4230.01; Harris County; Texas,3253,39167,88,958,48,201,423001,1046,0.9158699808795411,1.0,3253.0,35,census_api
Census Tract 4230.02; Harris County; Texas,2854,32730,112,1056,48,201,423002,1168,0.9041095890410958,1.0,2854.0,35,census_api
Census Tract 4231; Harris County; Texas,2705,34366,0,914,48,201,423100,914,1.0,1.0,2705.0,35,census_api
Census Tract 4232.01; Harris County; Texas,2957,74194,620,290,48,201,423201,910,0.31868131868131866,1.0,2957.0,35,census_api
Census Tract 4232.03; Harris County; Texas,2145,46498,171,708,48,201,423203,879,0.8054607508532423,1.0,2145.0,35,census_api
Census Tract 4232.04; Harris County; Texas,4402,30182,73,1591,48,201,423204,1664,0.9561298076923077,1.0,4402.0,35,census_api
Census Tract 4233.01; Harris County; Texas,4738,60016,813,1188,48,201,423301,2001,0.5937031484257871,1.0,4738.0,35,census_api
Census Tract 4233.03; Harris County; Texas,1330,64867,44,601,48,201,423303,645,0.931782945736434,1.0,1330.0,35,census_api
Census Tract 4233.04; Harris County; Texas,3557,46544,595,880,48,201,423304,1475,0.5966101694915255,1.0,3557.0,35,census_api
Census Tract 4234.01; Harris County; Texas,5196,70507,936,859,48,201,423401,1795,0.4785515320334262,1.0,5196.0,35,census_api
Census Tract 4234.02; Harris County; Texas,4587,57446,1022,499,48,201,423402,1521,0.32807363576594345,1.0,4587.0,35,census_api
Census Tract 4235; Harris County; Texas,2163,98775,698,57,48,201,423500,755,0.07549668874172186,1.0,2163.0,35,census_api
Census Tract 4236; Harris County; Texas,6950,68655,1646,615,48,201,423600,2261,0.27200353825740825,1.0,6950.0,35,census_api
Census Tract 4301.01; Harris County; Texas,3214,75472,981,632,48,201,430101,1613,0.3918164910105394,1.0,3214.0,35,census_api
Census Tract 4301.02; Harris County; Texas,2512,113615,381,859,48,201,430102,1240,0.692741935483871,1.0,2512.0,35,census_api
Census Tract 4302; Harris County; Texas,1475,71154,253,473,48,201,430200,726,0.6515151515151515,1.0,1475.0,35,census_api
Census Tract 4303; Harris County; Texas,4383,250001,1502,22,48,201,430300,1524,0.014435695538057743,1.0,4383.0,35,census_api
Census Tract 4304; Harris County; Texas,3114,250001,1134,12,48,201,430400,1146,0.010471204188481676,1.0,3114.0,35,census_api
Census Tract 4305; Harris County; Texas,2320,202500,606,230,48,201,430500,836,0.2751196172248804,1.0,2320.0,35,census_api
Census Tract 4306; Harris County; Texas,3834,250001,1102,64,48,201,430600,1166,0.0548885077186964,1.0,3834.0,35,census_api
Census Tract 4307; Harris County; Texas,3919,84154,601,1185,48,201,430700,1786,0.6634938409854423,1.0,3919.0,35,census_api
Census Tract 4308; Harris County; Texas,6552,146528,1234,1464,48,201,430800,2698,0.5426241660489252,1.0,6552.0,35,census_api
Census Tract 4309; Harris County; Texas,5264,89674,1897,715,48,201,430900,2612,0.2737366003062787,1.0,5264.0,35,census_api
Census Tract 4310.01; Harris County; Texas,2291,105667,663,429,48,201,431001,1092,0.39285714285714285,1.0,2291.0,35,census_api
Census Tract 4310.02; Harris County; Texas,3046,101505,900,317,48,201,431002,1217,0.26047658175842237,1.0,3046.0,35,census_api
Census Tract 4311.01; Harris County; Texas,4952,52286,566,2508,48,201,431101,3074,0.8158750813272609,1.0,4952.0,35,census_api
Census Tract 4311.02; Harris County; Texas,4309,54614,276,1879,48,201,431102,2155,0.8719257540603248,1.0,4309.0,35,census_api
Census Tract 4312.03; Harris County; Texas,2387,58656,207,888,48,201,431203,1095,0.810958904109589,1.0,2387.0,35,census_api
Census Tract 4312.04; Harris County; Texas,2853,74807,583,994,48,201,431204,1577,0.6303107165504122,1.0,2853.0,35,census_api
Census Tract 4312.05; Harris County; Texas,2617,41387,0,1751,48,201,431205,1751,1.0,1.0,2617.0,35,census_api
Census Tract 4312.06; Harris County; Texas,1862,70905,34,1041,48,201,431206,1075,0.9683720930232558,1.0,1862.0,35,census_api
Census Tract 4313.02; Harris County; Texas,4834,123162,1193,874,48,201,431302,2067,0.4228350266086115,1.0,4834.0,35,census_api
Census Tract 4313.03; Harris County; Texas,1274,62031,371,450,48,201,431303,821,0.5481120584652862,1.0,1274.0,35,census_api
Census Tract 4313.04; Harris County; Texas,3247,64479,183,1466,48,201,431304,1649,0.8890236506973923,1.0,3247.0,35,census_api
Census Tract 4314.01; Harris County; Texas,2437,77216,372,1135,48,201,431401,1507,0.7531519575315195,1.0,2437.0,35,census_api
Census Tract 4314.03; Harris County; Texas,1840,105156,324,618,48,201,431403,942,0.6560509554140127,1.0,1840.0,35,census_api
Census Tract 4314.04; Harris County; Texas,2146,75223,610,757,48,201,431404,1367,0.5537673738112655,1.0,2146.0,35,census_api
Census Tract 4315.03; Harris County; Texas,2340,105170,102,1015,48,201,431503,1117,0.9086839749328559,1.0,2340.0,35,census_api
Census Tract 4315.04; Harris County; Texas,2372,147763,822,184,48,201,431504,1006,0.18290258449304175,1.0,2372.0,35,census_api
Census Tract 4315.05; Harris County; Texas,1316,111289,549,358,48,201,431505,907,0.3947078280044101,1.0,1316.0,35,census_api
Census Tract 4315.06; Harris County; Texas,2738,87184,944,814,48,201,431506,1758,0.4630261660978385,1.0,2738.0,35,census_api
Census Tract 4316; Harris County; Texas,3324,121940,1268,341,48,201,431600,1609,0.21193287756370416,1.0,3324.0,35,census_api
Census Tract 4317.01; Harris County; Texas,1895,107868,563,594,48,201,431701,1157,0.5133967156439067,1.0,1895.0,35,census_api
Census Tract 4317.02; Harris County; Texas,2669,192443,1112,137,48,201,431702,1249,0.10968775020016013,1.0,2669.0,35,census_api
Census Tract 4318.01; Harris County; Texas,3465,89000,591,1309,48,201,431801,1900,0.6889473684210526,1.0,3465.0,35,census_api
Census Tract 4318.03; Harris County; Texas,2298,84643,123,1247,48,201,431803,1370,0.9102189781021898,1.0,2298.0,35,census_api
Census Tract 4318.04; Harris County; Texas,2011,121150,175,1096,48,201,431804,1271,0.8623131392604249,1.0,2011.0,35,census_api
Census Tract 4319.01; Harris County; Texas,2526,58941,368,1127,48,201,431901,1495,0.7538461538461538,1.0,2526.0,35,census_api
Census Tract 4319.02; Harris County; Texas,2810,113125,123,1523,48,201,431902,1646,0.925273390036452,1.0,2810.0,35,census_api
Census Tract 4320.03; Harris County; Texas,1712,52609,18,1002,48,201,432003,1020,0.9823529411764705,1.0,1712.0,35,census_api
Census Tract 4320.04; Harris County; Texas,2128,116319,642,207,48,201,432004,849,0.24381625441696114,1.0,2128.0,35,census_api
Census Tract 4320.05; Harris County; Texas,3549,46186,106,1339,48,201,432005,1445,0.9266435986159169,1.0,3549.0,35,census_api
Census Tract 4320.06; Harris County; Texas,2079,27034,76,1079,48,201,432006,1155,0.9341991341991343,1.0,2079.0,35,census_api
Census Tract 4321.01; Harris County; Texas,2951,41667,105,1249,48,201,432101,1354,0.9224519940915805,1.0,2951.0,35,census_api
Census Tract 4321.02; Harris County; Texas,4243,55772,333,1568,48,201,432102,1901,0.8248290373487638,1.0,4243.0,35,census_api
Census Tract 4322; Harris County; Texas,3600,50592,655,1097,48,201,432200,1752,0.6261415525114156,1.0,3600.0,35,census_api
Census Tract 4323.01; Harris County; Texas,3614,38452,58,1702,48,201,432301,1760,0.9670454545454545,1.0,3614.0,35,census_api
Census Tract 4323.02; Harris County; Texas,1948,-666666666,0,944,48,201,432302,944,1.0,1.0,1948.0,35,census_api
Census Tract 4323.03; Harris County; Texas,2268,54912,4,1273,48,201,432303,1277,0.9968676585747847,1.0,2268.0,35,census_api
Census Tract 4324.01; Harris County; Texas,4411,45744,568,1267,48,201,432401,1835,0.6904632152588556,1.0,4411.0,35,census_api
Census Tract 4324.02; Harris County; Texas,2821,30237,39,1448,48,201,432402,1487,0.9737726967047747,1.0,2821.0,35,census_api
Census Tract 4325.01; Harris County; Texas,3200,37429,699,758,48,201,432501,1457,0.5202470830473576,1.0,3200.0,35,census_api
Census Tract 4325.02; Harris County; Texas,1660,37019,284,502,48,201,432502,786,0.638676844783715,1.0,1660.0,35,census_api
Census Tract 4326; Harris County; Texas,2062,74653,367,556,48,201,432600,923,0.6023835319609967,1.0,2062.0,35,census_api
Census Tract 4327.03; Harris County; Texas,1989,72679,271,760,48,201,432703,1031,0.7371483996120272,1.0,1989.0,35,census_api
Census Tract 4327.04; Harris County; Texas,1711,51024,37,586,48,201,432704,623,0.9406099518459069,1.0,1711.0,35,census_api
Census Tract 4327.05; Harris County; Texas,5562,29196,72,1654,48,201,432705,1726,0.9582850521436849,1.0,5562.0,35,census_api
Census Tract 4327.06; Harris County; Texas,1596,31012,127,599,48,201,432706,726,0.8250688705234159,1.0,1596.0,35,census_api
Census Tract 4328.03; Harris County; Texas,2743,44509,178,1033,48,201,432803,1211,0.8530140379851362,1.0,2743.0,35,census_api
Census Tract 4328.04; Harris County; Texas,1873,56250,147,632,48,201,432804,779,0.8112965340179717,1.0,1873.0,35,census_api
Census Tract 4328.05; Harris County; Texas,2402,38362,4,745,48,201,432805,749,0.9946595460614153,1.0,2402.0,35,census_api
Census Tract 4328.06; Harris County; Texas,4827,37109,68,1711,48,201,432806,1779,0.9617762788083193,1.0,4827.0,35,census_api
Census Tract 4329.01; Harris County; Texas,3578,39846,210,968,48,201,432901,1178,0.8217317487266553,1.0,3578.0,35,census_api
Census Tract 4329.03; Harris County; Texas,1959,39141,70,557,48,201,432903,627,0.8883572567783095,1.0,1959.0,35,census_api
Census Tract 4329.04; Harris County; Texas,3688,58688,455,1116,48,201,432904,1571,0.7103755569700827,1.0,3688.0,35,census_api
Census Tract 4330.03; Harris County; Texas,5634,42729,90,1833,48,201,433003,1923,0.953198127925117,1.0,5634.0,35,census_api
Census Tract 4330.04; Harris County; Texas,2322,32799,0,765,48,201,433004,765,1.0,1.0,2322.0,35,census_api
Census Tract 4330.05; Harris County; Texas,2068,36672,0,817,48,201,433005,817,1.0,1.0,2068.0,35,census_api
Census Tract 4330.06; Harris County; Texas,2212,36575,0,897,48,201,433006,897,1.0,1.0,2212.0,35,census_api
Census Tract 4330.07; Harris County; Texas,1595,41818,2,502,48,201,433007,504,0.996031746031746,1.0,1595.0,35,census_api
Census Tract 4331; Harris County; Texas,3307,39911,100,1115,48,201,433100,1215,0.9176954732510288,1.0,3307.0,35,census_api
Census Tract 4332.01; Harris County; Texas,4241,37204,602,1079,48,201,433201,1681,0.6418798334324807,1.0,4241.0,35,census_api
Census Tract 4332.02; Harris County; Texas,3573,55709,534,623,48,201,433202,1157,0.5384615384615384,1.0,3573.0,35,census_api
Census Tract 4333; Harris County; Texas,4842,88859,1097,582,48,201,433300,1679,0.34663490172721856,1.0,4842.0,35,census_api
Census Tract 4334; Harris County; Texas,4462,43016,444,1276,48,201,433400,1720,0.7418604651162791,1.0,4462.0,35,census_api
Census Tract 4335.03; Harris County; Texas,2597,37344,0,745,48,201,433503,745,1.0,1.0,2597.0,35,census_api
Census Tract 4335.04; Harris County; Texas,3094,32310,100,954,48,201,433504,1054,0.905123339658444,1.0,3094.0,35,census_api
